id,name,category,stars,description,price,image,reviews,schedule,menu,address,phone
79,El Corral Cali,Hamburguesas,4.2,Reconocida cadena de hamburguesas con diversas opciones y acompañamientos.,$,,"[{""autor"": ""Fan de El Corral"", ""texto"": ""Las hamburguesas clásicas que nunca fallan.""}, {""autor"": ""Rápido y Confiable"", ""texto"": ""Una opción segura para comer una buena hamburguesa.""}]",Todos los días: 11:00-22:00,"[{""plato"": ""Hamburguesa Corral"", ""precio"": ""$25000""}, {""plato"": ""Corralisima"", ""precio"": ""$30000""}, {""plato"": ""Hamburguesa Doble Carne"", ""precio"": ""$35000""}, {""plato"": ""Papas con Queso"", ""precio"": ""$12000""}, {""plato"": ""Malteada"", ""precio"": ""$15000""}]",Consultar sede específica (Evitar sedes repetidas),
80,Praper's Areperia Autopista,Arepas,4,"Arepería con diversas opciones de arepas rellenas, ubicada en la zona de la Autopista.",$,,"[{""autor"": ""Antojo de Arepa"", ""texto"": ""Buenas arepas para comer algo rápido cuando pasas por la Autopista.""}, {""autor"": ""Variedad de Rellenos"", ""texto"": ""Muchas opciones para rellenar las arepas a tu gusto.""}]",Consultar en sitio web,"[{""plato"": ""Arepa con Queso"", ""precio"": ""$10000""}, {""plato"": ""Arepa Rellena con Carne Desmechada"", ""precio"": ""$18000""}, {""plato"": ""Arepa Rellena con Pollo y Champiñones"", ""precio"": ""$19000""}, {""plato"": ""Arepa con Huevo Perico"", ""precio"": ""$15000""}, {""plato"": ""Gaseosa"", ""precio"": ""$5000""}]","Consultar dirección exacta, Autopista Suroriental",
81,La Arepería Salomia,Arepas,3.9,Arepería tradicional en el barrio Salomia con arepas rellenas.,$,,"[{""autor"": ""Local"", ""texto"": ""Las arepas de toda la vida en Salomia, sencillas y ricas.""}, {""autor"": ""Economico"", ""texto"": ""Buena opción y económica para comer arepa.""}]",Consultar en sitio web,"[{""plato"": ""Arepa con Queso"", ""precio"": ""$8000""}, {""plato"": ""Arepa Rellena con Carne"", ""precio"": ""$16000""}, {""plato"": ""Arepa Rellena con Pollo"", ""precio"": ""$16000""}, {""plato"": ""Arepa con Chorizo"", ""precio"": ""$14000""}, {""plato"": ""Chocolate"", ""precio"": ""$7000""}]","Consultar dirección exacta, Salomia",
82,Yala restaurant Cali,Internacional / Mediterránea,4.2,Restaurante con influencia mediterránea y platos internacionales.,$$,URL_imagen_Yala,"[{""autor"": ""Cena Agradable"", ""texto"": ""Buen ambiente y comida sabrosa con toques mediterráneos.""}, {""autor"": ""Opciones Variadas"", ""texto"": ""Desde pastas hasta carnes y pescados, opciones para todos los gustos.""}]",Consultar en sitio web,"[{""plato"": ""Fetuccini con Camarones"", ""precio"": ""$45000""}, {""plato"": ""Lomo de Cerdo en Salsa de Champiñones"", ""precio"": ""$48000""}, {""plato"": ""Ensalada Griega"", ""precio"": ""$28000""}, {""plato"": ""Pechuga de Pollo al Pesto"", ""precio"": ""$38000""}, {""plato"": ""Crema de Lentejas"", ""precio"": ""$15000""}]",Consultar dirección exacta,
83,Antonina's Pance,Cocina Natural / Café,4.5,"Sede de Anttonina's en Pance, ofreciendo opciones saludables, panadería y cafetería en un entorno tranquilo.",$$,URL_imagen_Antoninas_Pance,"[{""autor"": ""Plan de Tarde"", ""texto"": ""Ideal para ir en la tarde, disfrutar del ambiente de Pance y comer algo rico y saludable.""}, {""autor"": ""Postres Deliciosos"", ""texto"": ""La misma calidad de pastelería saludable, muy recomendada.""}]",Consultar en sitio web,"[{""plato"": ""Waffles con Frutas"", ""precio"": ""$30000""}, {""plato"": ""Sándwich Integral"", ""precio"": ""$25000""}, {""plato"": ""Smoothie Natural"", ""precio"": ""$14000""}, {""plato"": ""Torta sin Azúcar"", ""precio"": ""$19000""}, {""plato"": ""Café Orgánico"", ""precio"": ""$8000""}]","Consultar dirección exacta, Pance",
84,Hooters Granada Cali,Americana / Alitas,3.8,Restaurante con enfoque en alitas de pollo y ambiente deportivo.,$$,URL_imagen_Hooters_Granada,"[{""autor"": ""Deportes y Alitas"", ""texto"": ""Buen lugar para ver deportes y comer alitas con amigos.""}, {""autor"": ""Ambiente Descomplicado"", ""texto"": ""Ideal para ir en grupo en un plan informal.""}]",Consultar en sitio web,"[{""plato"": ""Alitas Hooters (x10)"", ""precio"": ""$38000""}, {""plato"": ""Hamburguesa Hooters"", ""precio"": ""$30000""}, {""plato"": ""Aros de Cebolla"", ""precio"": ""$16000""}, {""plato"": ""Cerveza de Barril"", ""precio"": ""$12000""}, {""plato"": ""Ensalada César con Pollo"", ""precio"": ""$32000""}]","Consultar dirección exacta, Granada",
85,Shushi Green Parque del Perro,Sushi / Asiática,4,"Sede de Sushi Green en el Parque del Perro, con opciones de sushi y comida asiática.",$$,URL_imagen_Sushi_Green_Parque_Perro,"[{""autor"": ""Sushi Casual"", ""texto"": ""Buena opción de sushi si estás por el Parque del Perro.""}, {""autor"": ""Precio Justo"", ""texto"": ""Sushi rico a un precio razonable.""}]",Consultar en sitio web,"[{""plato"": ""Roll California"", ""precio"": ""$26000""}, {""plato"": ""Bandeja Combinada de Sushi"", ""precio"": ""$48000""}, {""plato"": ""Gyoza (porción)"", ""precio"": ""$14000""}, {""plato"": ""Wok de Res"", ""precio"": ""$35000""}, {""plato"": ""Té Verde"", ""precio"": ""$6000""}]","Parque del Perro, Consultar dirección exacta",
86,Don Ceviche,Ceviches / Comida de Mar,4.4,Especialistas en ceviches con variedad de preparaciones y productos frescos.,$$,URL_imagen_Don_Ceviche,"[{""autor"": ""Fan del Ceviche"", ""texto"": ""Los mejores ceviches de la ciudad, muy frescos y con buen sabor.""}, {""autor"": ""Variedad"", ""texto"": ""Muchas opciones de ceviches para elegir y otros platos de mar.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche Clásico de Pescado"", ""precio"": ""$35000""}, {""plato"": ""Ceviche de Camarones"", ""precio"": ""$38000""}, {""plato"": ""Ceviche Mixto"", ""precio"": ""$40000""}, {""plato"": ""Leche de Tigre"", ""precio"": ""$15000""}, {""plato"": ""Patacones"", ""precio"": ""$9000""}]",Consultar dirección exacta,
87,La Pérgola Cevicheria,Cevicheria / Comida de Mar,4.2,Cevicheria con un ambiente agradable y opciones frescas de comida de mar.,$$,URL_imagen_La_Pergola,"[{""autor"": ""Almuerzo Fresco"", ""texto"": ""Ideal para un almuerzo ligero y refrescante con buen ceviche.""}, {""autor"": ""Ambiente Relax"", ""texto"": ""Un lugar tranquilo para disfrutar de comida de mar.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche de Pescado"", ""precio"": ""$36000""}, {""plato"": ""Coctel de Camarones"", ""precio"": ""$39000""}, {""plato"": ""Arroz a la Marinera"", ""precio"": ""$42000""}, {""plato"": ""Patacones"", ""precio"": ""$10000""}, {""plato"": ""Limonada Natural"", ""precio"": ""$7000""}]",Consultar dirección exacta,
88,Waunana Restaurante Pacífico,Pacífico Colombiano,4.5,Explora los sabores exóticos y auténticos de la costa Pacífica colombiana.,$$$,URL_imagen_Waunana,"[{""autor"": ""Experiencia Pacífica"", ""texto"": ""Una inmersión en la cultura y gastronomía del Pacífico, delicioso y diferente.""}, {""autor"": ""Sabor Único"", ""texto"": ""Recomendado probar los platos con mariscos y pescados frescos de la región.""}]",Consultar en sitio web,"[{""plato"": ""Arroz Caldoso de Jaiba"", ""precio"": ""$60000""}, {""plato"": ""Pescado Fresco Frito con Tostones"", ""precio"": ""$55000""}, {""plato"": ""Cazuela de Mariscos del Pacífico"", ""precio"": ""$63000""}, {""plato"": ""Abocollo de Camarones"", ""precio"": ""$20000""}, {""plato"": ""Jugo de Borojó"", ""precio"": ""$10000""}]",Consultar dirección exacta,
89,La Comitiva Campestre,Fusión / Colombiana,4.4,"Sede campestre de La Comitiva, con su propuesta de cocina colombiana fusionada en un entorno natural.",$$$,URL_imagen_La_Comitiva_Campestre,"[{""autor"": ""Crítico Local"", ""texto"": ""Una propuesta interesante que rescata sabores tradicionales con técnicas de vanguardia.""}, {""autor"": ""Experiencia Gourmet"", ""texto"": ""Platos sorprendentes y un ambiente muy agradable.""}]",Consultar en sitio web,"[{""plato"": ""Pulpo a la Parrilla con Hogao"", ""precio"": ""$65000""}, {""plato"": ""Arroz Atollado de Mariscos"", ""precio"": ""$60000""}, {""plato"": ""Ceviche de Chontaduro"", ""precio"": ""$48000""}, {""plato"": ""Lomo de Cerdo Glaseado"", ""precio"": ""$55000""}, {""plato"": ""Postre de Lulo"", ""precio"": ""$20000""}]",Consultar dirección exacta,
90,Absenta Cali Sede Peñón,Bar / Tapas,4.3,"Bar con ambiente alternativo, coctelería creativa y algunas opciones de comida en el Barrio Peñón.",$$,URL_imagen_Absenta_Peñon,"[{""autor"": ""Noche Alternativa"", ""texto"": ""Ideal para tomar algo diferente en un ambiente único.""}, {""autor"": ""Buenos Tragos"", ""texto"": ""Cocteles de autor muy bien preparados.""}]",Consultar en sitio web,"[{""plato"": ""Tapas Variadas"", ""precio"": ""$35000""}, {""plato"": ""Mini Pizzas"", ""precio"": ""$20000""}, {""plato"": ""Coctel Absenta"", ""precio"": ""$30000""}, {""plato"": ""Cerveza Artesanal"", ""precio"": ""$15000""}, {""plato"": ""Papitas con Salsas"", ""precio"": ""$10000""}]","Consultar dirección exacta, Barrio Peñón",
91,Café Macondo Cali,Café / Literario,4.5,"Café con un ambiente literario inspirado en Macondo, ideal para disfrutar de un buen café y leer.",$,,"[{""autor"": ""Lector"", ""texto"": ""Un rincón perfecto para leer y tomar un excelente café.""}, {""autor"": ""Ambiente Inspirador"", ""texto"": ""Se respira literatura en este lugar, muy agradable.""}]",Consultar en sitio web,"[{""plato"": ""Café Americano"", ""precio"": ""$6000""}, {""plato"": ""Cappuccino"", ""precio"": ""$8000""}, {""plato"": ""Torta de Chocolate"", ""precio"": ""$15000""}, {""plato"": ""Sándwich Pequeño"", ""precio"": ""$18000""}, {""plato"": ""Jugo del Día"", ""precio"": ""$7000""}]",Consultar dirección exacta,
92,Tierradentro Cafe Cali,Café / Cultural,4.3,"Café con un enfoque cultural, a menudo con eventos y exposiciones, ideal para café y algo ligero.",$,,"[{""autor"": ""Cultura y Café"", ""texto"": ""Un espacio interesante que combina el arte con un buen café.""}, {""autor"": ""Ambiente Diferente"", ""texto"": ""Ideal para una tarde cultural o para trabajar.""}]",Consultar en sitio web,"[{""plato"": ""Café Filtrado"", ""precio"": ""$7000""}, {""plato"": ""Tostadas con Mermelada"", ""precio"": ""$10000""}, {""plato"": ""Brownie"", ""precio"": ""$12000""}, {""plato"": ""Limonada"", ""precio"": ""$6000""}, {""plato"": ""Sándwich Pequeño"", ""precio"": ""$15000""}]",Consultar dirección exacta,
93,La Casa del Folclor Cali,Típica Colombiana / Show,4,Restaurante con comida típica colombiana y shows folclóricos en vivo.,$$,URL_imagen_Casa_Folclor,"[{""autor"": ""Experiencia Cultural"", ""texto"": ""Ideal para turistas que quieren conocer la cultura y gastronomía colombiana.""}, {""autor"": ""Noche Divertida"", ""texto"": ""Buena comida y el show folclórico es muy entretenido.""}]",Consultar en sitio web,"[{""plato"": ""Bandeja Típica"", ""precio"": ""$35000""}, {""plato"": ""Sancocho"", ""precio"": ""$30000""}, {""plato"": ""Fritanga Colombiana"", ""precio"": ""$40000""}, {""plato"": ""Arequipe con Queso"", ""precio"": ""$10000""}, {""plato"": ""Canelazo"", ""precio"": ""$8000""}]",Consultar dirección exacta,
94,El Patio de San Antonio,Variada / Patio,4.1,Restaurante con un patio agradable que ofrece opciones de comida variada.,$$,URL_imagen_Patio_San_Antonio,"[{""autor"": ""Ambiente Agradable"", ""texto"": ""Ideal para una comida al aire libre en un patio bonito en San Antonio.""}, {""autor"": ""Opciones para Todos"", ""texto"": ""El menú es variado, fácil encontrar algo que te guste.""}]",Consultar en sitio web,"[{""plato"": ""Hamburguesa"", ""precio"": ""$28000""}, {""plato"": ""Pizza Personal"", ""precio"": ""$25000""}, {""plato"": ""Ensalada"", ""precio"": ""$20000""}, {""plato"": ""Pasta"", ""precio"": ""$30000""}, {""plato"": ""Jugos Naturales"", ""precio"": ""$8000""}]","Consultar dirección exacta, San Antonio",
95,Ceviches de la Avenida,Cevicheria,4.3,Cevicheria popular en la Avenida Roosevelt con opciones frescas y rápidas.,$,,"[{""autor"": ""Rápido y Rico"", ""texto"": ""El mejor ceviche para comer rápido y a buen precio.""}, {""autor"": ""Sabor de la Avenida"", ""texto"": ""Un clásico de la Roosevelt, siempre fresco y sabroso.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche de Pescado"", ""precio"": ""$28000""}, {""plato"": ""Ceviche de Camarones"", ""precio"": ""$30000""}, {""plato"": ""Coctel de Camarones"", ""precio"": ""$32000""}, {""plato"": ""Arroz con Camarones"", ""precio"": ""$35000""}, {""plato"": ""Limonada"", ""precio"": ""$6000""}]","Av. Roosevelt, Consultar dirección exacta",
96,La Barra Restaurante Cali,Colombiana,4,Restaurante con opciones de comida colombiana tradicional.,$$,URL_imagen_La_Barra_Restaurante,"[{""autor"": ""Comida Tradicional"", ""texto"": ""Platos colombianos bien preparados con sabor casero.""}, {""autor"": ""Almuerzo"", ""texto"": ""Buena opción para el almuerzo diario.""}]",Consultar en sitio web,"[{""plato"": ""Bandeja del Día"", ""precio"": ""$23000""}, {""plato"": ""Sancocho"", ""precio"": ""$28000""}, {""plato"": ""Filete de Pescado"", ""precio"": ""$35000""}, {""plato"": ""Carne Asada"", ""precio"": ""$30000""}, {""plato"": ""Jugo Natural"", ""precio"": ""$6000""}]",Consultar dirección exacta,
97,Punto de la Carne Cali,Carnes / Parrilla,4.2,Especialistas en cortes de carne a la parrilla.,$$$,URL_imagen_Punto_de_la_Carne,"[{""autor"": ""Amante de la Carne"", ""texto"": ""Excelente carne a la parrilla, tierna y jugosa.""}, {""autor"": ""Parrilla"", ""texto"": ""Un lugar para ir directo a disfrutar de un buen corte de carne.""}]",Consultar en sitio web,"[{""plato"": ""Baby Beef"", ""precio"": ""$60000""}, {""plato"": ""Punta de Anca"", ""precio"": ""$65000""}, {""plato"": ""Entraña"", ""precio"": ""$62000""}, {""plato"": ""Chorizo"", ""precio"": ""$15000""}, {""plato"": ""Papas a la Francesa"", ""precio"": ""$12000""}]",Consultar dirección exacta,
98,Tejadas La 36,Típica Colombiana / Fritanga,4.1,Famoso por su fritanga y platos típicos colombianos en un ambiente informal.,$,,"[{""autor"": ""Antojo de Fritanga"", ""texto"": ""La mejor fritanga de Cali, deliciosa y variada.""}, {""autor"": ""Popular"", ""texto"": ""Un lugar auténtico para probar la comida de calle colombiana en un solo sitio.""}]",Consultar en sitio web,"[{""plato"": ""Plato de Fritanga (Chicharrón, Morcilla, Chorizo, Papa, Yuca)"", ""precio"": ""$30000""}, {""plato"": ""Empanadas"", ""precio"": ""$3000""}, {""plato"": ""Aborrajados"", ""precio"": ""$10000""}, {""plato"": ""Marranitas"", ""precio"": ""$9000""}, {""plato"": ""Lulada"", ""precio"": ""$7000""}]","Consultar dirección exacta, La 36",
99,El Astillero Restaurante,Pacífico Colombiano,4.4,Cocina del Pacífico colombiano con énfasis en pescados y mariscos frescos.,$$$,URL_imagen_El_Astillero,"[{""autor"": ""Sabor a Mar"", ""texto"": ""Pescados y mariscos frescos con la auténtica sazón del Pacífico.""}, {""autor"": ""Recomendado"", ""texto"": ""Ideal para quienes disfrutan de la comida de mar con sabores intensos.""}]",Consultar en sitio web,"[{""plato"": ""Arroz Caldoso de Mariscos"", ""precio"": ""$62000""}, {""plato"": ""Pargo Rojo Frito"", ""precio"": ""$58000""}, {""plato"": ""Encocado de Camarones"", ""precio"": ""$55000""}, {""plato"": ""Sudado de Pescado"", ""precio"": ""$50000""}, {""plato"": ""Patacones con Hogao"", ""precio"": ""$12000""}]",Consultar dirección exacta,
100,Pizzería El Horno,Pizza Artesanal,4.5,Pizzas artesanales al horno de leña con ingredientes frescos.,$$,URL_imagen_El_Horno,"[{""autor"": ""Fan de la Pizza"", ""texto"": ""Las mejores pizzas al horno de leña de Cali, masa perfecta e ingredientes de calidad.""}, {""autor"": ""Pizza Artesanal"", ""texto"": ""Se nota la diferencia de la pizza hecha en horno de leña, deliciosa.""}]",Consultar en sitio web,"[{""plato"": ""Pizza Margarita"", ""precio"": ""$35000""}, {""plato"": ""Pizza Prosciutto e Funghi"", ""precio"": ""$42000""}, {""plato"": ""Pizza Vegetariana"", ""precio"": ""$38000""}, {""plato"": ""Pan de Ajo con Queso"", ""precio"": ""$15000""}, {""plato"": ""Lasaña Boloñesa"", ""precio"": ""$38000""}]",Consultar dirección exacta,
101,San Antonio del Mar,Pescados y Mariscos,4.3,Comida de mar en el barrio San Antonio con opciones variadas.,$$,URL_imagen_San_Antonio_del_Mar,"[{""autor"": ""Comida de Mar en San Antonio"", ""texto"": ""Una buena opción para comer pescado y mariscos si estás en San Antonio.""}, {""autor"": ""Ambiente"", ""texto"": ""Lugar agradable con opciones frescas.""}]",Consultar en sitio web,"[{""plato"": ""Ceviche"", ""precio"": ""$30000""}, {""plato"": ""Pescado Frito"", ""precio"": ""$40000""}, {""plato"": ""Cazuela"", ""precio"": ""$45000""}, {""plato"": ""Arroz con Camarones"", ""precio"": ""$42000""}, {""plato"": ""Patacones"", ""precio"": ""$9000""}]","Consultar dirección exacta, San Antonio",
102,Fusion Wok Granada,Asiática / Wok,4,Opciones de woks y comida asiática para armar a tu gusto en la zona de Granada.,$,,"[{""autor"": ""Rápido y Personalizado"", ""texto"": ""Ideal para armar tu wok con los ingredientes que quieras, rápido y a buen precio.""}, {""autor"": ""Almuerzo Ligero"", ""texto"": ""Buena opción para un almuerzo diferente y personalizable.""}]",Consultar en sitio web,"[{""plato"": ""Wok de Pollo (base y 4 ingredientes)"", ""precio"": ""$28000""}, {""plato"": ""Wok de Res (base y 4 ingredientes)"", ""precio"": ""$30000""}, {""plato"": ""Rollos Primavera"", ""precio"": ""$12000""}, {""plato"": ""Gaseosa"", ""precio"": ""$5000""}, {""plato"": ""Adición de Proteína"", ""precio"": ""$8000""}]","Consultar dirección exacta, Granada",
103,Buffet Vegetariano Cali,Vegetariana / Buffet,4.2,Restaurante buffet con opciones vegetarianas y veganas variadas.,$,,"[{""autor"": ""Vegetariano"", ""texto"": ""Mucha variedad de platos vegetarianos para elegir, puedes comer todo lo que quieras.""}, {""autor"": ""Precio Fijo"", ""texto"": ""Buena opción si quieres probar diferentes cosas y comer a un precio fijo.""}]",Consultar en sitio web,"[{""plato"": ""Buffet Vegetariano (Precio por Persona)"", ""precio"": ""$20000""}, {""plato"": ""Sopa del Día"", ""precio"": ""Incluido en Buffet""}, {""plato"": ""Ensaladas Variadas"", ""precio"": ""Incluido en Buffet""}, {""plato"": ""Platos Calientes Variados"", ""precio"": ""Incluido en Buffet""}, {""plato"": ""Postre Sencillo"", ""precio"": ""Incluido en Buffet""}]",Consultar dirección exacta,
104,Waunana Restaurante San Antonio,Pacífico Colombiano,4.5,"Sede de Waunana en San Antonio, ofreciendo la misma experiencia de la cocina Pacífica en un barrio emblemático.",$$$,URL_imagen_Waunana_San_Antonio,"[{""autor"": ""Experiencia Pacífica"", ""texto"": ""Una inmersión en la cultura y gastronomía del Pacífico, delicioso y diferente.""}, {""autor"": ""Sabor Único"", ""texto"": ""Recomendado probar los platos con mariscos y pescados frescos de la región.""}]",Consultar en sitio web,"[{""plato"": ""Arroz Caldoso de Jaiba"", ""precio"": ""$60000""}, {""plato"": ""Pescado Fresco Frito con Tostones"", ""precio"": ""$55000""}, {""plato"": ""Cazuela de Mariscos del Pacífico"", ""precio"": ""$63000""}, {""plato"": ""Abocollo de Camarones"", ""precio"": ""$20000""}, {""plato"": ""Jugo de Borojó"", ""precio"": ""$10000""}]","Consultar dirección exacta, San Antonio",
105,La Casa del Wok Cali,Asiática / Wok,4,Restaurante especializado en woks con diversas combinaciones.,$,,"[{""autor"": ""Rápido y Sabroso"", ""texto"": ""Woks bien hechos y a buen precio.""}, {""autor"": ""Almuerzo Diferente"", ""texto"": ""Buena opción para un almuerzo rápido con sabor asiático.""}]",Consultar en sitio web,"[{""plato"": ""Wok de Pollo"", ""precio"": ""$25000""}, {""plato"": ""Wok de Res"", ""precio"": ""$28000""}, {""plato"": ""Wok Vegetariano"", ""precio"": ""$22000""}, {""plato"": ""Rollos Primavera"", ""precio"": ""$10000""}, {""plato"": ""Gaseosa"", ""precio"": ""$5000""}]",Consultar dirección exacta,
106,Pizzas Piccolo,Pizza,4.2,Cadena de pizzerías con opciones clásicas y para compartir.,$$,,"[{""autor"": ""Pizza con Amigos"", ""texto"": ""Buenas pizzas para pedir entre varios, ricas y con buena cantidad de queso.""}, {""autor"": ""Familiar"", ""texto"": ""Ideal para ir en familia a comer pizza.""}]",Consultar en sitio web,"[{""plato"": ""Pizza Grande Peperoni"", ""precio"": ""$45000""}, {""plato"": ""Pizza Mediana Hawaiana"", ""precio"": ""$35000""}, {""plato"": ""Pizza Familiar Mixta"", ""precio"": ""$60000""}, {""plato"": ""Pan de Ajo"", ""precio"": ""$12000""}, {""plato"": ""Gaseosa 1.5 Lt"", ""precio"": ""$8000""}]",Consultar sede específica (Evitar sedes repetidas),
